formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
AgSnPd2,1.524319605,218.4472951,1349.0275,140.5,0.27,2.0725,0.5,10,2.26,5.9125
Zn2AgIr,1.757787046,205.4728629,1339.8225,132.5,0.55,1.8575,0,9.25,1.783333333,6.555833333
LiAgPd2,1.70810597,211.3497328,1336.18,137.75,1.22,1.8275,0,7.5,19.535,10.23125
ZnAgPd2,1.667467292,209.2280305,1395.9275,136.25,0.55,1.995,0,10,2.19,5.601666667
AgPd2Au,2.014356131,213.8220452,1557.09,139.75,0.61,2.2175,0,10,2.19,5.5975
MgAgPd2,1.667733783,219.6600904,1453.5075,141,0.89,1.91,0,7.5,5.966666667,6.839166667
InAgPd2,1.747982334,226.5103849,1330.195,141.25,0.42,2.0275,0.25,10,4.85,6.56
CuAgPd2,2.141462204,201.1240938,1562.2,138.75,0.3,2.0575,0,10,2.19,5.685
SrMg2Pd,-0.44653456,25.35297089,1181.0125,154,1.25,1.4425,0,2.5,20.75,12.97083333
SrZnSn,-0.606022678,28.23505471,749.2533333,152,1.01,1.52,0.666666667,6.666666667,19.73333333,12.80888889
Sr(GaRh)2,-0.700265921,20.39031288,1225.964,144.6,1.33,1.826,0.4,7.2,17.43,11.798
SrTlHg2,-0.376095352,27.85768442,523.91,151,1.05,1.6425,0.25,7.5,20.19,10.955
SrSnPt,-0.853353862,24.43683231,1198.826667,156.6666667,1.33,1.73,0.666666667,6.333333333,19.05,13.03666667
Sr(AgSn)2,-0.372733112,25.74802427,906.004,152.6,1.01,1.746,0.8,8,18.56,10.73
SrGaCu2,-0.271079603,20.70085449,1017.1125,145.25,0.95,1.64,0.25,7.5,19.4,11.4925
SrSnAu,-0.740117963,26.54005398,964.1366667,156.6666667,1.59,1.816666667,0.666666667,6.666666667,19.75,12.80333333
SrMgPt,-0.746357982,24.06044477,1338.133333,157.3333333,1.33,1.513333333,0,3,19.05,14.27222222
Sr(InAu)2,-0.536262628,24.85817204,916.832,150.2,1.59,1.918,0.4,8,19.75,11.29
Sr(In4Ir)2,-0.251367694,23.4745412,906,146.6363636,1.25,1.780909091,0.727272727,8.545454545,17.95,10.72272727
SrMg14Sn,0.041847925,24.52998898,904.8175,144.25,1.01,1.328125,0.125,0.625,18.49,11.45895833
CaMg6Sn,-0.050200384,24.83699698,894.76,145.125,0.96,1.3525,0.25,1.25,18.67333333,12.17416667
Cu2NiSn,0.041598684,13.84380699,1237.155,131.75,0.06,1.9175,0.5,9.5,0.91,6.54
SrNiSn3,-0.435112779,24.58130776,858.648,147.2,1.01,1.748,1.2,7.6,18.75,10.706
Sr(AlAu)2,-0.651396016,21.22696573,1118.32,141.8,1.59,1.85,0.4,4,19.75,10.15
Sr(BiPd)2,-0.599146192,25.63157122,1158.98,153.8,1.25,1.878,1.2,8,25.15,7.19
SrInAu5,-0.445289648,20.80443687,1166.628571,145.2857143,1.59,2.204285714,0.142857143,8.571428571,19.75,9.171428571
Sr(SnHg)2,-0.338039203,28.46156857,505.76,147.4,1.05,1.774,0.8,8,20.19,10.078
SrCdSn,-0.480994342,29.41536174,716.4333333,159.3333333,1.01,1.533333333,0.666666667,6.666666667,18.49,13.31
SrCdPb,-0.394929002,30.93631365,748.2766667,161.6666667,1.38,1.656666667,0.666666667,6.666666667,18.555,13.28833333
SrZnIn3,-0.290728676,25.96996659,606.386,148.6,0.83,1.588,0.6,8,19.73333333,12.06333333
SrSn3Pd,-0.579115999,26.37678828,878.658,150.2,1.25,1.806,1.2,8,20.75,10.306
SrAl3Ag,-0.297251677,21.71264048,1017.068,140.6,0.98,1.542,0.6,2,18.75,10.588
Sr(ZnSn)2,-0.391499127,24.29271232,689.104,143.4,1.01,1.634,0.8,8,19.73333333,10.26066667
Sr(CdGa)2,-0.332620877,23.43619735,568.852,145.4,0.86,1.59,0.4,8,18.23,11.286
Sr(AlGa)2,-0.427401028,20.91853076,704.552,136.2,0.86,1.558,0.8,4,18.75,11.078
Sr(SnAu)2,-0.558447864,25.14434816,946.964,149,1.59,1.99,0.8,8,19.75,10.254
Sr(CuSn)2,-0.345071726,22.34143774,955.14,147.4,1.01,1.734,0.8,8,19.4,10.394
SrCaPb6,-0.308462465,30.50080675,721.0825,155.875,1.38,1.99125,1.5,7.5,18.73833333,11.65666667
Sr(GaAu)2,-0.601445784,21.41058494,866.096,142.2,1.59,1.93,0.4,8,19.75,10.678
SrIn3Au,-0.414115972,26.45775647,735.316,151.4,1.59,1.766,0.6,8,19.75,12.06
SrCdBi2,-0.445717194,31.89190227,683.255,158.75,1.07,1.67,1.5,7.5,25.15,8.4175
Sr(Cd2Pt)2,-0.432956166,22.05588272,1072.811429,149,1.33,1.752857143,0,8.285714286,19.05,9.69
NaMg6Zn,0.074073733,22.6012328,825.19375,141.75,0.72,1.305,0,1.25,18.29333333,11.81583333
LiMg6Bi,-0.046646642,23.38113753,817.01125,140.25,1.04,1.3575,0.375,1.25,23.935,11.166875
LiMg6Bi,-0.046625322,23.197856,817.01125,140.25,1.04,1.3575,0.375,1.25,23.935,11.166875
CaMg6Ga,-0.015672838,23.87287063,869.48875,143,0.81,1.33375,0.125,1.25,17.61333333,12.30666667
CaMg6Ga,-0.015647366,23.79066453,869.48875,143,0.81,1.33375,0.125,1.25,17.61333333,12.30666667
SrCaMg14,0.057867486,25.70994033,942.9375,146.5625,0.36,1.268125,0,0,14.96666667,12.62604167
SrMg14Al,0.071629117,24.29110431,931.591875,143.125,0.66,1.30625,0.0625,0,18.75,11.44270833
Mg14CuNi,0.057781135,20.42902468,1000.485625,139.375,0.6,1.384375,0,1.125,4.616666667,10.23020833
Mg14ZnCu,0.038323606,21.29836323,935.778125,139.25,0.59,1.368125,0,1.25,4.95,10.16875
Mg14ZnCu,0.038610856,21.08673448,935.778125,139.25,0.59,1.368125,0,1.25,4.95,10.16875
Li2MgIr,-0.162355032,15.00321522,1142.345,134.5,1.22,1.3675,0,1.75,16.735,16.75916667
LiCaMg6,0.009814411,24.83667438,888.33625,143.75,0.33,1.23,0,0,14.96666667,14.33354167
NaLiMg6,0.054836402,23.54992236,795.32,142.5,0.38,1.22125,0,0,13.56833333,14.130625
Mg6CdBi,-0.005460943,23.91628264,834.5775,142.25,0.71,1.44625,0.375,2.5,10.36666667,9.04
Mg6ZnSn,-0.013418365,22.12297855,841.97,138.375,0.65,1.43375,0.25,2.5,4.95,9.684583333
Mg6AlSn,0.010468178,22.2968934,872.06875,138.25,0.65,1.42875,0.375,1.25,3.966666667,9.8075
Mg14AlCu,0.042167434,21.44326489,950.8275,139.1875,0.59,1.365625,0.0625,0.625,4.616666667,10.23020833
NaCaMg14,0.054259299,24.57202331,900.491875,144.75,0.38,1.266875,0,0,14.96666667,12.53604167
CaMg14Ga,0.016985686,23.38073341,896.244375,142,0.81,1.321875,0.0625,0.625,17.61333333,11.53666667
Mg14NiSn,0.016619747,21.4744743,947.1925,139.8125,0.65,1.388125,0.125,1.125,3.966666667,10.28708333
Mg6ZnSn,-0.012526159,21.93497871,841.97,138.375,0.65,1.43375,0.25,2.5,4.95,9.684583333
Mg14CuBi,0.032772079,22.46420604,926.510625,140.875,0.71,1.39125,0.1875,1.25,10.36666667,9.830208333
CaMg14Al,0.037893909,23.49809589,935.654375,141.9375,0.61,1.309375,0.0625,0,18.93333333,11.45416667
LiHg2Au,0.321630021,237.1880167,564.915,132,1.56,1.88,0,7.5,18.975,10.21375
LiCdHg2,0.408441407,277.1777766,379.1375,134,1.02,1.6675,0,7.5,18.975,10.59375
NaLiPt,0.192076146,21.48647931,955.32,143.3333333,1.35,1.396666667,0,3,17.835,18.315
LiAgHg2,0.469834479,255.8400736,539.315,134.25,1.02,1.7275,0,7.5,18.975,10.51125
LiZnHg2,0.47536197,241.1742864,403.7525,128.5,1.02,1.6575,0,7.5,18.975,10.21791667
LiCd2Hg,0.528425523,288.2871273,469.1125,137,1.02,1.59,0,7.5,18.975,11.08375
NaLiHg2,0.426171999,299.0144432,323.3,139.5,1.07,1.4775,0,5,18.975,14.79125
LiTlHg2,0.572860132,305.7569358,374.8325,134.25,1.02,1.65,0.25,7.5,18.975,10.65125
LiIrRh,0.583993629,14.05508651,1809.896667,137,1.3,1.82,0,5,16.735,13.51166667
LiInHg2,0.605764572,277.871422,338.02,133.5,1.02,1.69,0.25,7.5,18.975,11.17625
LiMgHg2,0.561496969,273.1728417,461.3325,133.25,1.02,1.5725,0,5,18.975,11.45541667
LiSnHg2,0.678313077,261.6906972,356.8525,132.75,1.02,1.735,0.5,7.5,18.975,10.52875
LiGaHg2,0.650465542,239.1003368,306.31,128.5,1.02,1.6975,0.25,7.5,18.975,10.79375
NaLi2Hg,0.649035937,291.1202609,378.1425,138.5,1.07,1.2225,0,2.5,18.975,19.535
LiZnCd2,0.714317607,258.9111669,583.7025,134.5,0.71,1.5025,0,7.5,18.51833333,11.19791667
Li2ZnHg,0.6937629,244.3323388,458.595,127.5,1.02,1.4025,0,5,18.975,14.96166667
LiCd2Cu,0.828143703,226.1673754,749.975,137,0.92,1.565,0,7.5,18.185,11.28125
NaSr2Li,0.994655292,543.7758538,731.14,171,0.05,0.9525,0,0,1.44,24.88625
LiZn2Ag,0.837232118,218.8961262,768.495,129.25,0.95,1.5525,0,7.5,18.51833333,10.73958333
Li2CdAg,0.78065714,243.3456659,684.1325,136.25,0.95,1.395,0,5,17.345,15.745
LiAg2Hg,0.824556603,255.4792718,789.4675,137.5,1.02,1.71,0,7.5,18.975,10.91875
LiCd2In,0.825563047,291.3787791,517.97,139.5,0.8,1.535,0.25,7.5,17.015,12.15625
LiAlHg2,0.833209243,237.5251001,463.95,128.25,1.02,1.6475,0.25,5,18.975,10.46375
Li2TlHg,0.696561967,278.3992611,429.675,133.25,1.02,1.395,0.25,5,18.975,15.395
Li2HgBi,0.62006184,259.9718444,421.525,134,1.04,1.495,0.75,5,23.935,13.6075
Li2ZnCd,0.805261993,256.9383008,548.57,130.5,0.71,1.325,0,5,18.51833333,15.45166667
LiTlAg2,0.929559551,283.7399418,875.1375,140.75,0.95,1.615,0.25,7.5,17.345,11.46625
Li2ZnAg,0.869148133,226.3334494,708.7475,130.75,0.95,1.385,0,5,18.51833333,15.36916667
NaLi2Tl,0.861707696,304.3283977,463.8125,141.75,0.69,1.1275,0.25,2.5,16.785,20.0825
NaLi2Au,0.731160084,247.4569636,653.895,139.5,1.61,1.3575,0,2.5,18.535,19.645
AlCu,-0.24248409,13.6378946,1145.62,126.5,0.29,1.755,0.5,5,0.65,6.475
AlAu,-0.422981213,17.20698662,1135.4,128.5,0.93,2.075,0.5,5,1,6.3
AlPd,-0.935601805,14.40027171,1380.76,130,0.59,1.905,0.5,5,2,5.8
LiAl,-0.208478788,15.82810259,693.58,124.5,0.63,1.295,0.5,0,17.535,15.5675
AlRh,-1.17748661,13.19616173,1585.235,131.5,0.67,1.945,0.5,4,1.8,7.7
AlNi3,-0.426419777,10.9319636,1529.3675,123.25,0.3,1.835,0.25,6,0,6.8
AlAu2,-0.333313271,16.46458971,1202.71,131,0.93,2.23,0.333333333,6.666666667,1,6.133333333
AlIr,-1.07060276,13.42662382,1836.235,131,0.59,1.905,0.5,3.5,0.8,7.2
AlPt3,-0.753125623,14.75881326,1764.4175,132.25,0.67,2.1125,0.25,6.75,0.3,6.575
AlAg3,-0.07247453,16.75974236,1159.565,139,0.32,1.85,0.25,7.5,0.19,6.9425
AlPt2,-0.923852272,14.62803415,1672.09,131,0.67,2.056666667,0.333333333,6,0.3,6.6
AlCu3,-0.20196853,12.01757628,1251.695,129.25,0.29,1.8275,0.25,7.5,0.65,6.3125
AlAu4,-0.224344806,16.99075116,1256.558,133,0.93,2.354,0.2,8,1,6
AlPt,-1.13101585,14.51724904,1487.435,128.5,0.67,1.945,0.5,4.5,0.3,6.65
AlNi,-0.68490115,11.69328606,1330.735,122.5,0.3,1.76,0.5,4,0,6.8
Li2Al,-0.181432611,16.36358691,613.6166667,125.6666667,0.63,1.19,0.333333333,0,17.535,18.49
AlPd2,-0.829246642,14.36760108,1529.856667,133,0.59,2.003333333,0.333333333,6.666666667,2,5.466666667
AlPd5,-0.462044958,14.67176804,1678.953333,136,0.59,2.101666667,0.166666667,8.333333333,2,5.133333333
Mg17Al11Rh,-0.067968188,19.64580139,972.2817241,133.4482759,0.97,1.457241379,0.379310345,0.275862069,3.966666667,9.187356322
CuRh2Pb,-0.034997475,15.40288388,1608.095,140.5,0.43,2.1975,0.5,9,2.45,7.58625
Ca2CuRh,-0.239972575,21.41002275,1456.1925,156.5,1.28,1.545,0,4.5,19.58333333,16.55416667
AlCuRh2,-0.57416562,12.97464654,1691.31,134.25,0.67,2.0175,0.25,6.5,2.45,7.5375
SrIn4Ni,-0.291545086,23.55802853,749.5,147.8333333,0.96,1.663333333,0.666666667,8,18.75,11.825
NaTl2Pt,0.859586432,359.6125662,891.5675,148,1.35,1.6125,0.5,7.25,17.61,11.4275
LiHg2Pt,0.858637607,210.7881144,740.9325,132,1.3,1.815,0,7.25,18.975,10.38875
Li2HgPt,0.87316164,225.1088326,795.775,131,1.3,1.56,0,4.75,18.975,15.1325
Cd2AgPt,1.247775422,248.1717085,1116.1925,142.25,0.59,1.8975,0,9.75,0.82,7.0325
Cd2PtAu,1.20766875,245.2589526,1141.7925,140,0.85,2.05,0,9.75,1.52,6.735
Li2CdPt,1.025900508,171.0326276,885.75,134,1.3,1.4825,0,4.75,17.835,15.6225
Sr2PdPt,0.777662708,302.7029971,1492.3625,166.25,1.33,1.595,0,4.75,20.75,15.6
Ca2HgPt,0.703901344,321.6804832,1126.43,155,1.28,1.57,0,4.75,20.37333333,15.83166667
Ca2PtAu,0.581746535,285.5027632,1402.1825,156,1.54,1.705,0,4.75,19.93333333,15.94166667
LiCa2Pt,0.920261763,289.5365904,1181.2725,154,1.3,1.315,0,2.25,19.23333333,20.57541667
Cd2CuPt,1.40270458,221.9710495,1146.9025,139,0.59,1.89,0,9.75,1.17,6.8225
Li2PtAu,0.953173304,191.3187422,1071.5275,132,1.56,1.695,0,4.75,18.535,15.2425
Zn2PtAu,1.174421733,196.6696754,1191.0225,129,0.89,2.03,0,9.75,0.7,5.983333333
Mg2HgPt,1.059388659,314.3482136,1030.43,137.5,0.97,1.725,0,4.75,5.406666667,8.348333333
Zn2AgPt,1.258729457,203.4409736,1165.4225,131.25,0.63,1.8775,0,9.75,1.173333333,6.280833333
Ca2PdPt,0.774741901,262.6699715,1524.8625,156.75,1.28,1.62,0,4.75,20.93333333,15.69166667
In2PdPt,1.041234611,205.5100234,1182.2375,139.75,0.5,2.01,0.5,9.75,4.85,7.65
MgZn2Pt,1.213635879,194.1564033,1087.44,130.25,0.97,1.7225,0,7.25,4.95,7.225
Mg2CdPt,1.163092623,258.2636522,1120.405,140.5,0.97,1.6475,0,4.75,4.266666667,8.838333333
Mg2PtAu,1.07876796,224.342659,1306.1825,138.5,1.23,1.86,0,4.75,4.966666667,8.458333333
Li2PtPb,1.345093458,171.3603645,887.3475,134.5,1.35,1.6425,0.5,4.75,17.835,15.54125
Cd2PdPt,1.490152243,231.0733312,1264.4725,140.75,0.59,1.965,0,9.75,2.52,6.485
GaCuPt2,-0.426771297,14.34450449,1435.87,131.5,0.47,2.0675,0.25,9.5,1.97,6.8175
Ca5CuPb3,-0.436229525,30.200294,970.5111111,161.1111111,1.33,1.543333333,0.666666667,4.444444444,19.58333333,17.3112963
CuSnPd2,-0.337215264,15.85089892,1379.7375,137.25,0.3,2.065,0.5,10,2.26,5.7025
NaMg14Cu,0.071018123,22.23174021,915.665,142,0.97,1.323125,0,0.625,17.96,11.31208333
CaMg14Cu,0.049027606,23.05377911,962.173125,142.625,0.9,1.3275,0,0.625,19.58333333,11.41354167
ZnCu2Ni,-0.03973586,12.00821722,1284.055,127.5,0.26,1.84,0,9.5,0.983333333,6.229166667
NaMg14Cu,0.071857963,22.24102422,915.665,142,0.97,1.323125,0,0.625,17.96,11.31208333
MgAlCu,-0.089164996,16.47163786,1071.413333,131.3333333,0.59,1.606666667,0.333333333,3.333333333,4.616666667,7.905555556
Mg14CuNi,0.045899193,20.79356091,1000.485625,139.375,0.6,1.384375,0,1.125,4.616666667,10.23020833
SrMg14Cu,0.05345879,23.58220739,958.110625,143.8125,0.95,1.324375,0,0.625,19.4,11.40208333
Li3Mg5Bi3Pb,-0.27959312,27.07430579,684.1566667,139.9166667,1.35,1.49,0.916666667,3.333333333,23.935,11.25277778
Mg14AlSn,-0.002265607,22.45528949,897.534375,139.625,0.65,1.369375,0.1875,0.625,3.966666667,10.28708333
Mg14AlCd,0.017516501,22.37105391,903.105625,139.9375,0.38,1.3525,0.0625,0.625,3.966666667,10.30333333
Mg16Al12Cu,0.000283864,19.98484247,942.3244828,132.4137931,0.59,1.454482759,0.413793103,0.344827586,4.616666667,8.966091954
Mg17Al11Rh,-0.067968188,19.64580139,972.2817241,133.4482759,0.97,1.457241379,0.379310345,0.275862069,3.966666667,9.187356322
Mg16Al12Sn,0.007851866,20.26687246,912.9213793,132.6551724,0.65,1.456551724,0.482758621,0.344827586,3.966666667,8.997471264
CaMgHg2,-0.40955122,23.36846674,626.66,145.25,1,1.5775,0,5,20.37333333,11.805
SrIn3Hg,-0.293897929,28.08454141,514.714,150.6,1.05,1.658,0.6,8,20.19,11.972
Mg3HgAu2,-0.459501998,18.44372821,946.33,137.8333333,1.23,1.835,0,5,5.406666667,8.21
Mg2HgAu,-0.393065231,18.85423902,854.4125,137.5,1.23,1.79,0,5,5.406666667,8.173333333
CaIn2Au,-0.639449739,23.6953009,827.9575,149,1.54,1.775,0.5,7.5,19.93333333,12.70833333
Sr2PtAu,-0.858216125,27.90975709,1369.6825,165.5,1.59,1.68,0,4.75,19.75,15.85
Ca2PtAu,-0.927052655,24.03781304,1402.1825,156,1.54,1.705,0,4.75,19.93333333,15.94166667
Na2Sn3Au,-0.325251752,25.49631266,599.0516667,147.5,1.61,1.713333333,1,6.666666667,18.31,12.53333333
Zn2CuAu,-0.155826837,14.14895923,1020.115,128,0.89,1.935,0,10,0.35,5.895833333
LiSn4Au3,-0.282338886,22.98167235,810.75,136.5,1.56,2.055,1,8.75,18.535,8.746875
NiSn2Au,-0.227685097,19.56051566,1018.8725,134.5,0.63,2.0925,1,9.5,1.26,6.68
SrCdAu,-0.590600187,26.20570773,993.85,158.3333333,1.59,1.726666667,0,6.666666667,19.75,12.89
Sn2PdAu,-0.331039813,21.38120725,1043.885,138.25,0.58,2.165,1,10,2.26,6.18
CaGaAu3,-0.622069514,19.42663814,1085.98,141.2,1.54,2.086,0.2,8,19.93333333,10.25066667
Sr2(GaAu2)3,-0.559684215,21.51320548,1002.973636,142.9090909,1.59,2.051818182,0.272727273,8.181818182,19.75,10.02363636
Sr2(ZnAu2)3,-0.55010025,21.3911995,1109.274545,142.9090909,1.59,2.008181818,0,8.181818182,19.75,9.395454545
SrMg14Sn,0.041847925,24.52998898,904.8175,144.25,1.01,1.328125,0.125,0.625,18.49,11.45895833
CaMg6Bi,-0.065459088,25.5401812,899.675,146.25,1.02,1.36,0.375,1.25,25.33333333,11.34166667
SrMg6Al,0.085536585,25.38355311,940.18375,145.25,0.66,1.3025,0.125,0,18.75,12.11875
SrMg6Cu,0.075518304,24.74649829,993.22125,146.625,0.95,1.33875,0,1.25,19.4,12.0375
SrMg14Ni,0.108327878,23.26553088,981.25,143.3125,0.96,1.325,0,0.5,18.75,11.44270833
LiPd3,-0.257988117,14.26662425,1484.46,136.25,1.22,1.895,0,7.5,19.535,9.68375
LiPt3,-0.481434602,14.30309455,1644.4725,134,1.3,1.955,0,6.75,17.835,10.95875
LiPd7,-0.160444252,14.66744176,1656.255,137.625,1.22,2.0475,0,8.75,19.535,7.241875
LiGa,-0.379873366,14.62205463,378.3,125,0.83,1.395,0.5,5,16.215,16.2275
LiRh,-0.186006338,13.17932266,1345.345,135,1.3,1.63,0,4,15.735,16.4675
LiMg,-0.052212873,20.11018333,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiPd,-0.416655163,13.70415419,1140.87,133.5,1.22,1.59,0,5,19.535,14.5675
Li3In2,-0.388714174,18.85082831,444.114,133.6,0.8,1.3,0.4,4,14.685,18.461
Li2Pt,-0.588643171,13.2784637,982.9266667,130.6666667,1.3,1.413333333,0,3,17.835,18.39
Li13In3,-0.255294934,18.0330243,449.20125,130.625,0.8,1.13,0.1875,1.875,14.685,21.5815625
LiZn3,-0.164604938,13.65055731,632.9325,123.5,0.67,1.4825,0,7.5,18.51833333,10.44625
Li2Ga7,-0.240265067,18.80198836,336.4166667,123.3333333,0.83,1.625555556,0.777777778,7.777777778,16.215,11.72333333
Li17Pb4,-0.28739314,18.89967697,481.6747619,131.4285714,1.35,1.237142857,0.380952381,1.904761905,17.34,21.03214286
Li3Al2,-0.20584683,16.02569461,645.602,125.2,0.63,1.232,0.4,0,17.535,17.321
Li3Tl,-0.271427115,18.09852617,484.5175,132.25,0.64,1.14,0.25,2.5,16.785,20.13875
Li17Sn4,-0.35081355,18.10260169,463.4785714,130.0952381,0.98,1.166666667,0.380952381,1.904761905,17.275,21.04452381
Li15Au4,-0.353683593,16.12420599,639.7194737,129.6842105,1.56,1.308421053,0,2.105263158,18.535,20.43289474
LiSn,-0.325685672,20.97188036,479.385,133.5,0.98,1.47,1,5,17.275,15.6975
LiMg,-0.051512453,20.2714305,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Li7Sn3,-0.393682952,18.02812704,469.107,131.3,0.98,1.274,0.6,3,17.275,19.1525
Li3Hg,-0.293955132,17.05037789,398.8475,129,1.02,1.235,0,2.5,18.975,19.59125
Li3Ag,-0.121030261,16.319353,649,132.25,0.95,1.2175,0,2.5,17.345,19.99875
LiMg,-0.050261856,20.24081529,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Li3Pb,-0.321597672,18.24543517,490.42,132.5,1.35,1.3175,0.5,2.5,17.34,20
Li3Mg,-0.024002206,20.34909341,571.0175,131.25,0.33,1.0625,0,0,13.56833333,20.94291667
LiMg,-0.049893181,20.0668256,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Li5Mg,-0.014909771,20.4163888,531.9083333,130.1666667,0.33,1.035,0,0,13.56833333,22.07361111
Li5Mg,-0.014822583,20.41854695,531.9083333,130.1666667,0.33,1.035,0,0,13.56833333,22.07361111
LiZn13,-0.056459734,15.55357228,675.6092857,122.4285714,0.67,1.602142857,0,9.285714286,18.51833333,7.139404762
Li5Mg,-0.014463996,20.10252834,531.9083333,130.1666667,0.33,1.035,0,0,13.56833333,22.07361111
Li3Pd,-0.275359101,14.86354988,797.28,130.75,1.22,1.285,0,2.5,19.535,19.45125
Li2Mg,-0.031753756,20.21060177,610.1266667,132.3333333,0.33,1.09,0,0,13.56833333,19.81222222
Li5Mg,-0.014123781,20.28834475,531.9083333,130.1666667,0.33,1.035,0,0,13.56833333,22.07361111
Li13Sn5,-0.393011883,17.78880636,467.965,131.0555556,0.98,1.252222222,0.555555556,2.777777778,17.275,19.53638889
LiBi,-0.415156416,23.81567929,499.045,138,1.04,1.5,1.5,5,23.935,12.3675
Li3Mg,-0.022364114,19.92216281,571.0175,131.25,0.33,1.0625,0,0,13.56833333,20.94291667
Li3Pt,-0.453103872,14.04563944,850.6175,130,1.3,1.305,0,2.25,17.835,19.87625
Li3Au,-0.398890662,15.60296992,674.6,130,1.56,1.37,0,2.5,18.535,19.70125
LiAu3,-0.377490184,16.43578768,1116.42,134,1.56,2.15,0,7.5,18.535,10.43375
Li2Ca,-0.015074193,28.29940635,674.1266667,144,0.02,0.986666667,0,0,1.398333333,24.80111111
Li3Mg,-0.021552994,20.35093254,571.0175,131.25,0.33,1.0625,0,0,13.56833333,20.94291667
Li2Sn5,-0.181562785,23.51108756,490.3971429,135.8571429,0.98,1.68,1.428571429,7.142857143,17.275,11.99571429
LiMg2,-0.051083656,20.61889889,766.5633333,136.6666667,0.33,1.2,0,0,13.56833333,15.28944444
Li2Mg,-0.029983326,19.9606526,610.1266667,132.3333333,0.33,1.09,0,0,13.56833333,19.81222222
Li3In,-0.299054725,17.86202711,447.705,131.5,0.8,1.18,0.25,2.5,14.685,20.66375
LiAu3,-0.376453945,16.37101273,1116.42,134,1.56,2.15,0,7.5,18.535,10.43375
LiZn3,-0.159249032,13.77654946,632.9325,123.5,0.67,1.4825,0,7.5,18.51833333,10.44625
Li3Ag,-0.116678855,16.53836468,649,132.25,0.95,1.2175,0,2.5,17.345,19.99875
Sr6Li23,0.00577597,28.2062182,577.0644828,141.862069,0.03,0.973793103,0,0,1.215,24.58637931
Li3Cd,-0.175375637,18.06986623,488.8225,132,0.71,1.1575,0,2.5,17.015,20.08125
LiMg,-0.046131333,20.23084601,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiCu3,-0.005110394,11.59093273,1131.75,131,0.92,1.67,0,7.5,18.185,10.69625
LiMg,-0.045694331,19.91895256,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
LiMg,-0.045418167,20.40095499,688.345,134.5,0.33,1.145,0,0,13.56833333,17.55083333
Li3Pd,-0.270816925,14.39818828,797.28,130.75,1.22,1.285,0,2.5,19.535,19.45125
Li2Mg,-0.027183798,20.57604368,610.1266667,132.3333333,0.33,1.09,0,0,13.56833333,19.81222222
Li2Mg,-0.027013201,20.51615604,610.1266667,132.3333333,0.33,1.09,0,0,13.56833333,19.81222222
NaSr2Tl,-0.247545492,36.19572852,761.9675,175.25,0.69,1.1125,0.25,2.5,18,20.69
Li2MgTl,-0.202913964,19.38905862,601.845,135.5,0.64,1.2225,0.25,2.5,16.785,16.74666667
Mg2TlPb,-0.032516091,25.05397077,755.9025,143.25,1.02,1.6425,0.75,5,3.771666667,9.019583333
Li2BiAu,-0.471929845,19.7651693,697.2775,135,1.56,1.63,0.75,5,23.935,13.7175
SrZnBi2,-0.503327699,30.13387494,707.87,153.25,1.07,1.66,1.5,7.5,25.15,8.041666667
Ca2HgBi,-0.80797768,29.63509465,752.18,158,1.02,1.505,0.75,5,25.33333333,14.30666667
Li2AgBi,-0.395594653,19.53293524,671.6775,137.25,1.04,1.4775,0.75,5,23.935,14.015
Ca(BiAu3)2,-0.28569867,21.44040086,1136.42,143.1111111,1.54,2.253333333,0.666666667,8.888888889,25.33333333,6.814814815
NaBiPd2,-0.297398175,19.46873398,1142.8425,148,1.27,1.8375,0.75,7.5,23.71,8.5275
BiPd2Au,-0.189795124,18.24870688,1384.4575,140.5,0.52,2.24,0.75,10,5.4,3.95
CdIn2SnAu2,-0.24831126,24.9414798,772.2433333,139.8333333,0.85,2.048333333,0.666666667,10,3.85,7.546666667
LiMgSnAu,-0.400730428,18.90029015,804.775,136,1.56,1.6975,0.5,5,18.535,11.99041667
CaBiPd,-0.807356004,24.29538298,1162.483333,154.3333333,1.2,1.74,1,6.666666667,25.33333333,10.31111111
LiBiRh2,-0.301772305,15.58804286,1368.0225,140,1.3,1.89,0.75,6.5,23.935,10.48375
CaBiAu,-0.807077008,27.57966242,998.91,153.3333333,1.54,1.853333333,1,6.666666667,25.33333333,10.64444444
Sr(MgBi)2,-0.562005396,32.25250015,796.96,154.6,1.07,1.522,1.2,4,25.15,9.576666667
CaMg14Cd,0.014674551,23.69320256,914.45125,143.375,0.69,1.314375,0,0.625,18.41333333,11.48666667
SrCaMg6,-0.02794468,28.63459518,962.875,152.125,0.36,1.22625,0,0,14.96666667,14.48541667
CaMg14Ga,0.002326598,23.34826554,896.244375,142,0.81,1.321875,0.0625,0.625,17.61333333,11.53666667
